step,is_surprise,best_err,z,z_thresh_eff,ema_err,sigma,ratio,plasticity,dominance,state_entropy,spectral_entropy,spectral_flatness,status,fatigue,surprise_rate_ema,hipp_bank,hipp_sim,hipp_chi,hipp_write,lr_scale_raw,lr_scale_eff,thermo_energy,thermo_rho,thermo_temp,thermo_lambda,ts_err,ts_expl,ts_cond
120,True,0.005074885208159685,1.7372364327086471,1.3246690532534133,0.028825079092415693,0.013671250174753367,3.9083969465648853,0.31204673917268205,,,,,CALIBRATING,1.0,0.07443024509974813,ELEVATED,-0.0017999999690800905,0.04951894279387785,False,0.35,0.337001277516607,0.07378707933596672,1.2699195696918664,0.0,0.9900040215154067,,,
121,True,0.005324222147464752,1.7782044496542482,1.3236683822465656,0.02880157823547074,0.013202844078233465,3.9083969465648853,0.2991752142206423,,,,,CALIBRATING,1.0,0.07535581485464839,ELEVATED,-0.0026000000070780516,0.049400239826073236,False,0.35,0.3370324370456558,0.1442953691446382,1.2698512846997387,0.0,0.990007435765013,,,
122,True,0.005639382638037205,1.7785229800590316,1.3226807094346311,0.028778416039873307,0.013010252699162811,3.9083969465648853,0.28449009981762857,,,,,CALIBRATING,1.0,0.07628045903979373,ELEVATED,-0.002400000113993883,0.04942988884793621,False,0.35,0.3370246541774167,0.20778862251905303,1.2697944509213395,0.0,0.990010277453933,,,
123,True,0.005966307129710913,1.798128065641781,1.3217059946090572,0.028755603930963144,0.01267390083982609,3.9083969465648853,0.2683403764138113,,,,,CALIBRATING,1.0,0.07720417858075394,ELEVATED,-0.004999999888241291,0.04904583550346064,False,0.35,0.33712546818034156,0.2668971456704472,1.269748656798838,0.0,0.990012567160058,,,
124,True,0.0063458760268986225,1.7758134687598714,1.320744197989882,0.02873319420305908,0.012606796023342758,3.9083969465648853,0.25100919478324246,,,,,CALIBRATING,1.0,0.07812697440217319,ELEVATED,-0.006200000178068876,0.04886958788913355,False,0.35,0.33717173317910243,0.3178681014297259,1.2697126279245006,0.0,0.9900143686037749,,,
125,True,0.0067880116403102875,1.7027969856745124,1.3197952802231823,0.02871124902049633,0.012874839199637063,3.9083969465648853,0.2329539720145964,,,,,CALIBRATING,1.0,0.07904884742777102,ELEVATED,-0.00559999980032444,0.04895763241906942,False,0.35,0.33714862148999425,0.3564458399997084,1.2696841127025529,0.0,0.9900157943648723,,,
126,True,0.0072147538885474205,1.6776130931357398,1.318859202378549,0.028689752525364383,0.012800924554467201,3.9083969465648853,0.2143991730158164,,,,,CALIBRATING,1.0,0.07996979858034325,ELEVATED,-0.00279999990016222,0.04937060858827812,False,0.35,0.337040215245577,0.38865274973691843,1.2696619348321314,0.0,0.9900169032583934,,,
127,True,0.007745394948869944,1.6529006774174184,1.3179359259465873,0.028668808167787888,0.012658602845761924,3.9083969465648853,0.19580140453294884,,,,,CALIBRATING,1.0,0.08088982878176292,ELEVATED,-0.003599999938160181,0.04925226119572287,False,0.35,0.3370712814361227,0.4151743599418293,1.26964501027758,0.0,0.990017749486121,,,
128,True,0.008274314925074577,1.6161432052762121,1.3170254128364436,0.028648413674545174,0.012606617212481797,3.9083969465648853,0.17763781976261986,,,,,CALIBRATING,1.0,0.08180893895298115,ELEVATED,-0.005799999926239252,0.04892826663174722,False,0.35,0.33715633000916634,0.435374673411831,1.2696321031758093,0.0,0.9900183948412096,,,
129,True,0.008849060162901878,1.6308284428445239,1.3161276253733594,0.02862861432103353,0.012128531511034817,3.9083969465648853,0.1601349414565517,,,,,CALIBRATING,1.0,0.08272713001402816,ELEVATED,-0.0031999999191612005,0.0493113993877853,False,0.35,0.33705575766070633,0.4550306636071366,1.2696231153662205,0.0,0.9900188442316891,,,
130,True,0.00947990920394659,1.6135363793819526,1.3152425262962486,0.028609465615916443,0.011855670969933271,3.9083969465648853,0.1435622725129572,,,,,CALIBRATING,1.0,0.08364440288401413,ELEVATED,-0.004000000189989805,0.04919319389257075,False,0.35,0.3370867866032002,0.47099973404966755,1.2696173169384617,0.0,0.990019134153077,,,
131,True,0.010119891725480556,1.538669885331147,1.314370078755301,0.028590976042026008,0.012004579080047552,3.9083969465648853,0.1283114429940043,,,,,CALIBRATING,1.0,0.08456075848113012,ELEVATED,-0.0034000000450760126,0.04928182140381364,False,0.35,0.3370635218814989,0.477893247824384,1.2696128963081363,0.0,0.9900193551845933,,,
132,True,0.010821911506354809,1.4734520222785161,1.3135102463096118,0.028573206977490336,0.01204742007390596,3.9083969465648853,0.11506912231525741,,,,,CALIBRATING,1.0,0.08547619772264899,ELEVATED,-0.0031999999191612005,0.0493113993877853,False,0.35,0.33705575766070633,0.47758439916362666,1.2696084139386798,0.0,0.990019579303066,,,
133,True,0.011536506935954094,1.4320996091946012,1.3126629929248346,0.0285561702774488,0.011884413089859299,3.9083969465648853,0.10491978348578548,,,,,CALIBRATING,1.0,0.08639072152492634,ELEVATED,-0.0017999999690800905,0.04951894279387785,False,0.35,0.337001277516607,0.47318012650342356,1.269603051249723,0.0,0.9900198474375139,,,
134,True,0.01225575152784586,1.3892632149975637,1.3118282829708598,0.028539869858699198,0.011721406105812638,3.9083969465648853,0.09960945897115828,,,,,CALIBRATING,1.0,0.08730433080340141,ELEVATED,-0.0010000000474974513,0.049637930973621104,False,0.35,0.3369700431194244,0.46494163224693563,1.269596042447418,0.0,0.9900201978776292,,,
135,True,0.013010711409151554,1.328544712977668,1.3110060812195183,0.02852434070024965,0.011677160083176567,3.9083969465648853,0.10049089850231269,,,,,CALIBRATING,1.0,0.08821702647259802,ELEVATED,-0.00139999995008111,0.04957840119596086,False,0.35,0.33698566968606025,0.45146457421262326,1.2695863429773717,0.0,0.9900206828511315,,,
136,False,0.013760565780103207,1.2809264843251913,1.3101963528423073,0.028509576925329502,0.011514330701809376,4.150691463996185,0.0,,,,,CALIBRATING,0.995,0.08812880944612542,ELEVATED,,0.0,False,0.35,0.35,0.43458277229613135,1.269573278163098,0.0,0.9900213360918453,,,
137,True,0.048861678689718246,1.6925039483889142,1.3093859694829781,0.028529929027093892,0.012012822588672862,4.136445242369838,0.14216938949713057,,,,,CALIBRATING,1.0,0.08904068063667929,ELEVATED,-0.002400000113993883,0.04942988884793621,False,0.35,0.3370246541774167,0.4609856608890311,1.2695654792518305,0.0,0.9900217260374087,,,
